,fz_ptl_ratio,fz_ptl_tok_sort_ratio,fz_ratio,fz_tok_set_ratio,fz_uwratio,pub0_cln,publisher0,ven_cln,vendor_X,match,ven_len,pu0_len
909,100,100,61,100,90,  avery products,avery products corporation,  avery,avery,1,5,26
910,100,100,100,100,100,  avg,avg,  avg,avg,1,3,3
911,100,100,100,100,100,  avg,avg technologies,  avg,avg,1,3,16
912,100,100,77,100,90,  avg cz,"avg technologies cz, s.r.o.",  avg,avg,1,3,27
913,100,100,100,100,100,  avigilon,avigilon,  avigilon,avigilon,1,8,8
914,100,100,50,100,90,  avira operations kg,avira operations gmbh & co kg,  avira,avira,1,5,29
915,100,100,50,100,90,  avira operations kg,avira operations gmbh & co. kg,  avira,avira,1,5,30
916,71,100,78,71,90,  burnaware,burnaware,  aware,aware,0,5,9
917,71,100,74,67,90,  cinemaware,cinemaware,  aware,aware,0,5,10
918,71,100,67,59,90,  milleniaware,milleniaware,  aware,aware,0,5,12
919,71,100,78,71,90,  testaware,testaware,  aware,aware,0,5,9
920,37,36,33,35,33,  copyright 2005-2014 coolmedia,"copyright(c) 2005-2014 coolmedia, inc.",  awesome antivirus 2014,awesome antivirus 2014 project,0,30,38
921,37,45,29,37,85,  copyright 2005-2014 freesoundrecorder,"copyright(c) 2005-2014 freesoundrecorder technologies, inc.",  awesome antivirus 2014,awesome antivirus 2014 project,0,30,59
922,37,50,32,41,85,  2014 celartem extensis all rights reserved,"2014 celartem, inc. d.b.a extensis all rights reserved",  awesome antivirus 2014,awesome_antivirus_2014_project,0,30,54
923,37,50,33,44,41,  copyright 2005-2014 faemedia,"copyright(c) 2005-2014 faemedia, inc.",  awesome antivirus 2014,awesome_antivirus_2014_project,0,30,37
924,37,50,34,45,42,  copyright 2005-2014 powerse,"copyright(c) 2005-2014 powerse, inc.",  awesome antivirus 2014,awesome_antivirus_2014_project,0,30,36
925,50,37,49,48,45,  axis game factory,axis game factory,  awful ninja game,awful ninja game project,0,24,17
926,50,37,49,48,45,  axis game factory,axis game factory llc,  awful ninja game,awful ninja game project,0,24,21
927,44,37,38,42,39,  sioux game productions,i sioux game productions b.v.,  awful ninja game,awful ninja game project,0,24,29
928,44,50,38,43,40,  bethesda game studios®,bethesda game studios®,  awful ninja game,awful_ninja_game_project,0,24,22
929,55,50,56,50,50,  black pants game,black pants game studio,  awful ninja game,awful_ninja_game_project,0,24,23
930,44,50,39,43,40,  capcom game vancouver,capcom game studio vancouver,  awful ninja game,awful_ninja_game_project,0,24,28
931,55,50,49,43,43,  illwinter game design,illwinter game design,  awful ninja game,awful_ninja_game_project,0,24,21
932,33,48,33,44,41,  game assembly 10,the game assembly 10,  awful ninja game,awful_ninja_game_project,0,24,20
933,55,56,37,40,85,  wilnyls game company name change pending,wilnyls game company ab (name change pending),  awful ninja game,awful_ninja_game_project,0,24,45
934,63,55,40,62,85,  axel rietschin developments,axel rietschin software developments,  axel jung,axel_jung,0,9,36
935,66,100,86,80,90,  araxis,araxis,  axis,axis,0,4,6
936,66,100,86,80,90,  araxis,araxis ltd,  axis,axis,0,4,10
937,100,100,100,100,100,  axis,axis,  axis,axis,1,4,4
938,100,100,44,100,90,  axis communications,axis communications,  axis,axis,1,4,19
939,100,100,44,100,90,  axis communications,axis communications ab,  axis,axis,1,4,22
940,100,100,48,100,90,  axis game factory,axis game factory,  axis,axis,1,4,17
941,100,100,48,100,90,  axis game factory,axis game factory llc,  axis,axis,1,4,21
942,100,100,67,100,90,  axis games,axis games,  axis,axis,1,4,10
943,83,100,75,67,90,  ea maxis,ea - maxis,  axis,axis,0,4,10
944,66,100,80,73,90,  firaxis,firaxis,  axis,axis,0,4,7
945,66,100,57,47,90,  firaxis games,firaxis games,  axis,axis,0,4,13
946,83,100,60,100,90,  logical axis,logical axis,  axis,axis,1,4,12
947,83,100,92,89,89,  maxis,maxis,  axis,axis,0,4,5
948,83,100,86,89,89,  maxis™,maxis™,  axis,axis,0,4,8
949,66,100,80,73,90,  neoaxis,neoaxis group ltd.,  axis,axis,0,4,18
950,83,100,63,53,90,  zaxis games,zaxis games,  axis,axis,0,4,11
951,100,100,100,100,100,  axosoft,axosoft,  axosoft,axosoft,1,7,7
952,100,100,100,100,100,  babylon,babylon,  babylon,babylon,1,7,7
953,100,100,100,100,100,  baidu,baidu,  baidu,baidu,1,5,5
954,100,100,100,100,100,  baidu,baidu inc.,  baidu,baidu,1,5,10
955,100,100,70,100,90,  baidu japan,baidu japan inc.,  baidu,baidu,1,5,16
956,100,100,38,100,90,  baidu online network beijing,"baidu online network technology (beijing) co., ltd.",  baidu,baidu,1,5,51
957,100,100,100,100,100,  baidu,"baidu, inc.",  baidu,baidu,1,5,11
958,100,100,100,100,100,  baidu,"baidu.com, inc",  baidu,baidu,1,5,14
959,85,100,38,100,90,  beijing baidu netcom science,beijing baidu netcom science and technology co.ltd,  baidu,baidu,1,5,50
960,85,100,56,100,90,  http://www baidu,http://www.baidu.com,  baidu,baidu,1,5,20
961,83,100,46,36,90,  abandonware utopia,abandonware utopia,  band,band,0,4,18
962,83,100,46,36,90,  abandonware-france,abandonware-france,  band,band,0,4,18
963,83,100,46,36,90,  bacon bandit games,bacon bandit games,  band,band,0,4,18
964,100,100,43,33,90,  bandai namco america,bandai namco entertainment america,  band,band,0,4,34
965,100,100,46,36,90,  bandai namco games,bandai namco games,  band,band,0,4,18
966,100,100,60,50,90,  bandai namco,bandai namco studio,  band,band,0,4,19
967,100,100,71,62,90,  bandisoft,bandisoft.com,  band,band,0,4,13
968,100,100,86,80,90,  bandoo,bandoo media inc,  band,band,0,4,16
969,100,100,86,80,90,  bandoo,bandoo media inc.,  band,band,0,4,17
970,100,100,86,80,90,  bandoo,"bandoo media, inc",  band,band,0,4,17
971,83,100,46,36,90,  namco bandai games,namco bandai games,  band,band,0,4,18
972,83,100,36,28,90,  namco bandai games europe,namco bandai games europe s.a.s.,  band,band,0,4,32
973,83,100,60,50,90,  namco bandai,namco bandai studio inc.,  band,band,0,4,24
974,83,100,50,40,90,  ostrich banditos,ostrich banditos,  band,band,0,4,16
975,100,100,100,100,100,  bandisoft,bandisoft.com,  bandisoft,bandisoft,1,9,13
976,100,100,100,100,100,  bandoo,bandoo media inc,  bandoo,bandoo,1,6,16
977,100,100,100,100,100,  bandoo,bandoo media inc.,  bandoo,bandoo,1,6,17
978,100,100,100,100,100,  bandoo,"bandoo media, inc",  bandoo,bandoo,1,6,17
979,64,60,69,65,65,  angry ip scanner,angry ip scanner,  barcode scanner,barcode_scanner_project,0,23,16
980,76,66,62,64,85,  faro scanner production,faro scanner production,  barcode scanner,barcode_scanner_project,0,23,23
981,100,100,71,100,90,  barracuda networks,"barracuda networks, inc.",  barracuda,barracuda,1,9,24
982,100,100,100,100,100,  bart lagerweij,bart lagerweij,  bart lagerweij,bart lagerweij,1,14,14
983,64,41,61,48,55,  jos van der zande,jos van der zande,  bas van beek,bas van beek,0,12,17
984,57,41,60,46,54,  paul van andel,paul van andel,  bas van beek,bas van beek,0,12,14
985,57,50,54,48,85,  benito van der zander,benito van der zander,  bas van beek,bas_van_beek,0,12,21
986,64,50,59,53,85,  boris van schooten,boris van schooten,  bas van beek,bas_van_beek,0,12,18
987,50,58,53,47,85,  dimitri van heesch,dimitri van heesch,  bas van beek,bas_van_beek,0,12,18
988,68,64,49,67,85,  bastien mensink must in every office bv,bastien mensink - a must in every office bv,  bastien nocera,bastien_nocera,0,14,43
989,100,100,78,71,90,  batchwork,batchwork software,  batch,batch,0,5,18
990,85,100,16,100,60,  copy files to multiple folder locations in batch or move multiple files in bulk,copy files to multiple folder locations in batch or move multiple files in bulk software !,  batch,batch,0,5,90
991,66,70,22,67,85,  copy files to multiple folder locations in batch or move multiple files in bulk,copy files to multiple folder locations in batch or move multiple files in bulk software !,  batch jobs,batch jobs project,0,18,90
992,100,100,50,100,90,  bbs winbaicai,bbs.winbaicai.com,  bbs,bbs technologies,1,16,17
993,60,100,53,40,90,  travis cobbs,travis cobbs,  bbs,bbs technologies,0,16,12
994,46,45,44,43,40,  bvsystems be,bvsystems.be,  be user log,be_user_log_project,0,19,12
995,46,54,43,53,85,  natural user interface,natural user interface technologies ab,  be user log,be_user_log_project,0,19,38
996,53,72,43,53,85,  sergii kram d/b/a legit log,sergii kram d/b/a legit log,  be user log,be_user_log_project,0,19,27
997,61,54,35,31,85,  webgear new zealand create stru be saller big-r,"webgear ltd, new zealand + create software + stru.be + saller.net + big-r",  be user log,be_user_log_project,0,19,73
998,53,45,41,40,85,  webgear create stru be saller,"webgear, create software, stru.be, saller.net",  be user log,be_user_log_project,0,19,45
999,100,100,100,100,100,  bea,"bea systems, inc.",  bea,bea,1,3,17
1000,100,100,59,46,90,  beaglebone,beaglebone,  bea,bea,0,3,10
1001,100,100,59,46,90,  beam games,beam team games,  bea,bea,0,3,15
1002,100,100,71,60,90,  beamdog,beamdog,  bea,bea,0,3,7
1003,100,100,77,67,90,  beamng,beamng,  bea,bea,0,3,6
1004,100,100,71,60,90,  beanbag,"beanbag, inc.",  bea,bea,0,3,13
1005,100,100,50,38,90,  beatassist eu,beatassist.eu,  bea,bea,0,3,13
1006,100,100,50,38,90,  beatnik games,beatnik games,  bea,bea,0,3,13
1007,100,100,67,55,90,  beatport,beatport,  bea,bea,0,3,8
1008,100,100,67,55,90,  beatport,beatport llc,  bea,bea,0,3,12
1009,100,100,42,30,90,  beats electronics,"beats electronics, llc",  bea,bea,0,3,22
1010,100,100,48,35,90,  beautiful game,beautiful game studios,  bea,bea,0,3,22
1011,100,100,45,33,90,  beautifun games,beautifun games,  bea,bea,0,3,15
1012,80,100,42,33,90,  bits &amp; beasts,bits &amp; beasts,  bea,bea,0,3,17
1013,60,100,67,55,90,  bluebeam,bluebeam software,  bea,bea,0,3,17
1014,60,100,71,60,90,  bugbear,bugbear,  bea,bea,0,3,7
1015,60,100,71,60,90,  bugbear,bugbear entertainment,  bea,bea,0,3,21
1016,80,100,45,33,90,  cold beam games,cold beam games,  bea,bea,0,3,15
1017,80,100,59,46,90,  cool beans,cool beans software,  bea,bea,0,3,19
1018,60,100,34,24,90,  doublebear productions,doublebear productions,  bea,bea,0,3,22
1019,60,100,30,22,60,  felix 'sniperbeamer' geyer,felix 'sniperbeamer' geyer,  bea,bea,0,3,26
1020,80,100,56,43,90,  fight bears,i fight bears,  bea,bea,0,3,13
1021,80,100,42,30,90,  jonathan beaubien,jonathan beaubien,  bea,bea,0,3,17
1022,80,100,56,43,90,  juicy beast,juicy beast studio,  bea,bea,0,3,18
1023,80,100,40,29,90,  magical jelly bean,magical jelly bean,  bea,bea,0,3,18
1024,80,100,42,30,90,  magical time bean,magical time bean,  bea,bea,0,3,17
1025,60,100,45,33,90,  magicaltimebean,magicaltimebean,  bea,bea,0,3,15
1026,60,100,67,55,90,  netbeans,netbeans.org,  bea,bea,0,3,12
1027,80,100,67,55,90,  pdf bean,"pdf bean, inc.",  bea,bea,0,3,14
1028,80,100,43,32,90,  phillip beauvoir,phillip beauvoir,  bea,bea,0,3,16
1029,80,100,42,30,90,  rocket bear games,rocket bear games,  bea,bea,0,3,17
1030,60,100,77,67,90,  sibeam,sibeam,  bea,bea,0,3,6
1031,60,100,63,50,90,  smartbear,smartbear software,  bea,bea,0,3,18
1032,100,100,91,86,86,  bean,studio bean,  bea,bea,0,3,11
1033,60,100,59,46,90,  tunnelbear,tunnelbear,  bea,bea,0,3,10
1034,80,100,53,40,90,  turtle beach,turtle beach,  bea,bea,0,3,12
1035,80,100,37,26,90,  voyetra turtle beach,"voyetra turtle beach, inc",  bea,bea,0,3,25
1036,80,100,59,46,90,  witch beam,witch beam,  bea,bea,0,3,10
1037,60,100,43,32,90,  youtubeadblocker,youtubeadblocker,  bea,bea,0,3,16
1038,100,100,80,73,90,  beanbag,"beanbag, inc.",  bean,bean project,0,12,13
1039,83,100,67,57,90,  cool beans,cool beans software,  bean,bean project,0,12,19
1040,83,100,46,100,90,  magical jelly bean,magical jelly bean,  bean,bean project,0,12,18
1041,83,100,48,100,90,  magical time bean,magical time bean,  bean,bean project,0,12,17
1042,66,100,52,42,90,  magicaltimebean,magicaltimebean,  bean,bean project,0,12,15
1043,66,100,75,67,90,  netbeans,netbeans.org,  bean,bean project,0,12,12
1044,83,100,75,100,90,  pdf bean,"pdf bean, inc.",  bean,bean project,0,12,14
1045,100,100,100,100,100,  bean,studio bean,  bean,bean project,0,12,11
1046,66,38,67,62,62,  neo-net forum,"neo-net, forum.",  beehive forum,beehive forum,0,13,15
1047,40,37,42,40,85,  bvsystems be,bvsystems.be,  be graph,be-graph,0,8,12
1048,50,50,24,40,85,  webgear new zealand create stru be saller big-r,"webgear ltd, new zealand + create software + stru.be + saller.net + big-r",  be graph,be-graph,0,8,73
1049,50,62,34,40,85,  webgear create stru be saller,"webgear, create software, stru.be, saller.net",  be graph,be-graph,0,8,45
1050,100,100,100,100,100,  belarc,belarc inc.,  belarc,belarc,1,6,11
1051,100,100,100,100,100,  belkin,belkin,  belkin,belkin,1,6,6
1052,100,100,53,100,90,  belkin international,"belkin international, inc.",  belkin,belkin,1,6,26
1053,73,69,69,76,72,  benjamin rivers,benjamin rivers,  benjamin mack,benjamin_mack,0,13,15
1054,100,100,100,100,100,  beroux,beroux,  beroux,beroux,1,6,6
1055,66,100,52,42,90,  2003 rendersoft,(c) 2003 rendersoft software,  soft,b-e-soft,0,8,28
1056,66,100,21,15,60,  2003 rendersoft modifications copyright 2008 jake,"(c) 2003 rendersoft software, modifications copyright © 2008 jake p.",  soft,b-e-soft,0,8,69
1057,66,100,63,53,90,  1c-softclub,1c-softclub,  soft,b-e-soft,0,8,11
1058,66,100,86,80,90,  24soft,24soft,  soft,b-e-soft,0,8,6
1059,66,100,67,57,90,  3planesoft,3planesoft,  soft,b-e-soft,0,8,10
1060,66,100,67,57,90,  4videosoft,4videosoft studio,  soft,b-e-soft,0,8,17
1061,66,100,80,73,90,  789soft,"789soft, inc.",  soft,b-e-soft,0,8,13
1062,66,100,39,32,90,  „microsoft corporation“,„microsoft corporation“,  soft,b-e-soft,0,8,27
1063,66,100,71,62,90,  abelssoft,abelssoft,  soft,b-e-soft,0,8,9
1064,66,100,86,80,90,  absoft,absoft,  soft,b-e-soft,0,8,6
1065,66,100,71,62,90,  addinsoft,addinsoft,  soft,b-e-soft,0,8,9
1066,66,100,75,67,90,  adersoft,adersoft,  soft,b-e-soft,0,8,8
1067,66,100,80,73,90,  advsoft,advsoft,  soft,b-e-soft,0,8,7
1068,66,100,75,67,90,  aerosoft,aerosoft,  soft,b-e-soft,0,8,8
1069,66,100,80,73,90,  agisoft,agisoft,  soft,b-e-soft,0,8,7
1070,66,100,75,100,90,  aha-soft,aha-soft,  soft,b-e-soft,0,8,8
1071,66,100,71,62,90,  aimersoft,aimersoft software,  soft,b-e-soft,0,8,18
1072,66,100,80,73,90,  aimsoft,aimsoft,  soft,b-e-soft,0,8,7
1073,66,100,71,62,90,  aiseesoft,aiseesoft studio,  soft,b-e-soft,0,8,16
1074,66,100,75,67,90,  aleesoft,aleesoft studio.,  soft,b-e-soft,0,8,16
1075,83,100,71,100,90,  alen soft,alen soft,  soft,b-e-soft,0,8,9
1076,66,100,67,57,90,  allallsoft,allallsoft.com,  soft,b-e-soft,0,8,14
1077,66,100,50,40,90,  allfreevideosoft,"allfreevideosoft co., ltd.",  soft,b-e-soft,0,8,26
1078,66,100,67,57,90,  allmapsoft,allmapsoft.com,  soft,b-e-soft,0,8,14
1079,83,100,67,100,90,  allok soft,"allok soft,inc.",  soft,b-e-soft,0,8,15
1080,66,100,80,100,90,  am-soft,am-soft,  soft,b-e-soft,0,8,7
1081,66,100,75,67,90,  aneesoft,aneesoft corporation,  soft,b-e-soft,0,8,20
1082,66,100,71,62,90,  anicesoft,anicesoft,  soft,b-e-soft,0,8,9
1083,66,100,75,67,90,  annosoft,"annosoft, llc",  soft,b-e-soft,0,8,13
1084,66,100,75,67,90,  anvisoft,anvisoft,  soft,b-e-soft,0,8,8
1085,66,100,80,73,90,  anvsoft,anvsoft,  soft,b-e-soft,0,8,7
1086,66,100,80,73,90,  anvsoft,"anvsoft, inc.",  soft,b-e-soft,0,8,13
1087,66,100,67,57,90,  anybizsoft,anybizsoft software,  soft,b-e-soft,0,8,19
1088,66,100,67,57,90,  apowersoft,apowersoft,  soft,b-e-soft,0,8,10
1089,66,100,67,57,90,  apowersoft,apowersoft limited,  soft,b-e-soft,0,8,18
1090,66,100,80,73,90,  arcsoft,arcsoft,  soft,b-e-soft,0,8,7
1091,66,100,80,73,90,  arcsoft,"arcsoft, inc.",  soft,b-e-soft,0,8,13
1092,66,100,71,62,90,  artensoft,artensoft,  soft,b-e-soft,0,8,9
1093,66,100,75,67,90,  ashisoft,ashisoft,  soft,b-e-soft,0,8,8
1094,66,100,44,35,90,  asiasoft online pte,asiasoft online pte.ltd.,  soft,b-e-soft,0,8,24
1095,66,100,71,62,90,  astonsoft,astonsoft ltd,  soft,b-e-soft,0,8,13
1096,66,100,71,62,90,  astonsoft,astonsoft ltd.,  soft,b-e-soft,0,8,14
1097,66,100,63,53,90,  atkosoft sa,atkosoft sa,  soft,b-e-soft,0,8,11
1098,66,100,63,53,90,  audiblesoft,audiblesoft,  soft,b-e-soft,0,8,11
1099,66,100,67,57,90,  authorsoft,authorsoft corporation,  soft,b-e-soft,0,8,22
1100,66,100,75,67,90,  auvisoft,"auvisoft, inc.",  soft,b-e-soft,0,8,14
1101,66,100,86,80,90,  avsoft,avsoft corp.,  soft,b-e-soft,0,8,12
1102,66,100,80,73,90,  axosoft,axosoft,  soft,b-e-soft,0,8,7
1103,66,100,71,62,90,  bandisoft,bandisoft.com,  soft,b-e-soft,0,8,13
1104,83,100,46,36,90,  bethesda softworks,bethesda softworks,  soft,b-e-soft,0,8,18
1105,66,100,67,57,90,  bettersoft,bettersoft,  soft,b-e-soft,0,8,10
1106,66,100,60,50,90,  bgs bethsoft,bgs.bethsoft.com,  soft,b-e-soft,0,8,16
1107,66,100,67,57,90,  biancasoft,biancasoft,  soft,b-e-soft,0,8,10
1108,66,100,67,57,90,  biennesoft,biennesoft,  soft,b-e-soft,0,8,10
1109,66,100,75,67,90,  bigasoft,bigasoft corporation,  soft,b-e-soft,0,8,20
1110,66,100,67,57,90,  bimboosoft,"bimboosoft co.,ltd.",  soft,b-e-soft,0,8,19
1111,66,100,80,73,90,  bitsoft,bitsoft.net development,  soft,b-e-soft,0,8,23
1112,83,100,52,100,90,  blue label soft,blue label soft,  soft,b-e-soft,0,8,15
1113,66,100,75,67,90,  boilsoft,boilsoft,  soft,b-e-soft,0,8,8
1114,66,100,75,67,90,  boilsoft,"boilsoft, inc.",  soft,b-e-soft,0,8,14
1115,83,100,67,100,90,  bonev soft,bonev soft,  soft,b-e-soft,0,8,10
1116,66,100,67,57,90,  bonitasoft,bonitasoft,  soft,b-e-soft,0,8,10
1117,66,100,71,62,90,  boraxsoft,boraxsoft,  soft,b-e-soft,0,8,9
1118,66,100,71,62,90,  brocksoft,brocksoft,  soft,b-e-soft,0,8,9
1119,66,100,80,73,90,  bypsoft,bypsoft,  soft,b-e-soft,0,8,7
1120,66,100,50,40,90,  cadsoft computer,cadsoft computer gmbh,  soft,b-e-soft,0,8,21
1121,66,100,80,73,90,  cadsoft,cadsoft corporation,  soft,b-e-soft,0,8,19
1122,66,100,44,35,90,  capella-software ag,capella-software ag,  soft,b-e-soft,0,8,19
1123,66,100,55,44,90,  chaosoft games,chaosoft games,  soft,b-e-soft,0,8,14
1124,66,100,29,32,60,  charles joy charles joy@microsoft,charles joy (charles.joy@microsoft.com),  soft,b-e-soft,0,8,39
1125,83,100,55,100,90,  chumbalum soft,chumbalum soft,  soft,b-e-soft,0,8,14
1126,66,100,32,24,90,  clint huffman clinth@microsoft,clint huffman (clinth@microsoft.com),  soft,b-e-soft,0,8,36
1127,66,100,75,67,90,  colasoft,colasoft,  soft,b-e-soft,0,8,8
1128,66,100,75,67,90,  colasoft,colasoft llc,  soft,b-e-soft,0,8,12
1129,66,100,75,67,90,  colasoft,colasoft llc.,  soft,b-e-soft,0,8,13
1130,66,100,60,50,90,  consumersoft,consumersoft,  soft,b-e-soft,0,8,12
1131,66,100,75,67,90,  coolsoft,coolsoft,  soft,b-e-soft,0,8,8
1132,66,100,71,62,90,  cooolsoft,"cooolsoft, inc.",  soft,b-e-soft,0,8,15
1133,66,100,60,50,90,  corypheesoft,corypheesoft,  soft,b-e-soft,0,8,12
1134,83,100,67,100,90,  crian soft,crian soft,  soft,b-e-soft,0,8,10
1135,66,100,75,67,90,  cubesoft,cubesoft,  soft,b-e-soft,0,8,8
1136,66,100,75,67,90,  cucusoft,"cucusoft, inc.",  soft,b-e-soft,0,8,14
1137,83,100,71,100,90,  cyan soft,cyan soft ltd,  soft,b-e-soft,0,8,13
1138,66,100,71,62,90,  cybelsoft,cybelsoft,  soft,b-e-soft,0,8,9
1139,66,100,71,62,90,  cybersoft,cybersoft,  soft,b-e-soft,0,8,9
1140,83,100,75,100,90,  cyo soft,cyo soft,  soft,b-e-soft,0,8,8
1141,66,100,60,50,90,  datronicsoft,datronicsoft inc.,  soft,b-e-soft,0,8,17
1142,66,100,75,67,90,  dcomsoft,dcomsoft,  soft,b-e-soft,0,8,8
1143,66,100,67,57,90,  designsoft,designsoft,  soft,b-e-soft,0,8,10
1144,66,100,75,67,90,  desksoft,desksoft,  soft,b-e-soft,0,8,8
1145,66,100,60,50,90,  digiartysoft,"digiartysoft, inc.",  soft,b-e-soft,0,8,18
1146,66,100,52,42,90,  digitalmindsoft,digitalmindsoft,  soft,b-e-soft,0,8,15
1147,66,100,80,73,90,  dimsoft,dimsoft.com,  soft,b-e-soft,0,8,11
1148,66,100,75,67,90,  dipisoft,dipisoft,  soft,b-e-soft,0,8,8
1149,66,100,63,100,90,  direct-soft,direct-soft inc.,  soft,b-e-soft,0,8,16
1150,83,100,71,100,90,  disc soft,disc soft ltd,  soft,b-e-soft,0,8,13
1151,66,100,52,42,90,  dnsoft research,dnsoft research group,  soft,b-e-soft,0,8,21
1152,66,100,50,40,90,  dongsoft company,"dongsoft company, inc.",  soft,b-e-soft,0,8,22
1153,66,100,67,57,90,  doremisoft,"doremisoft, inc.",  soft,b-e-soft,0,8,16
1154,66,100,46,100,90,  download-free-soft,download-free-soft,  soft,b-e-soft,0,8,18
1155,66,100,55,44,90,  dreamvideosoft,"dreamvideosoft,inc.",  soft,b-e-soft,0,8,19
1156,66,100,63,100,90,  driver-soft,driver-soft inc.,  soft,b-e-soft,0,8,16
1157,83,100,80,100,90,  dt soft,dt soft ltd,  soft,b-e-soft,0,8,11
1158,83,100,80,100,90,  dt soft,dt soft ltd.,  soft,b-e-soft,0,8,12
1159,66,100,60,50,90,  dvdvideosoft,dvdvideosoft limited.,  soft,b-e-soft,0,8,21
1160,66,100,60,50,90,  dvdvideosoft,dvdvideosoft ltd.,  soft,b-e-soft,0,8,17
1161,66,100,86,80,90,  dzsoft,dzsoft ltd,  soft,b-e-soft,0,8,10
1162,66,100,71,62,90,  easersoft,easersoft,  soft,b-e-soft,0,8,9
1163,66,100,36,28,90,  easiestsoft international,easiestsoft international llc.,  soft,b-e-soft,0,8,30
1164,66,100,75,67,90,  easysoft,easysoft limited,  soft,b-e-soft,0,8,16
1165,66,100,71,62,90,  edrawsoft,edrawsoft,  soft,b-e-soft,0,8,9
1166,66,100,80,73,90,  egosoft,egosoft,  soft,b-e-soft,0,8,7
1167,66,100,71,62,90,  elcomsoft,elcomsoft co. ltd.,  soft,b-e-soft,0,8,18
1168,66,100,71,62,90,  elcomsoft,elcomsoft co.ltd.,  soft,b-e-soft,0,8,17
1169,66,100,71,62,90,  elpamsoft,elpamsoft.com,  soft,b-e-soft,0,8,13
1170,66,100,75,67,90,  emjysoft,emjysoft,  soft,b-e-soft,0,8,8
1171,66,100,71,62,90,  emurasoft,"emurasoft, inc.",  soft,b-e-soft,0,8,15
1172,66,100,80,73,90,  eolsoft,eolsoft,  soft,b-e-soft,0,8,7
1173,66,100,80,73,90,  episoft,episoft,  soft,b-e-soft,0,8,7
1174,66,100,75,67,90,  epubsoft,epubsoft,  soft,b-e-soft,0,8,8
1175,66,100,67,57,90,  erightsoft,erightsoft,  soft,b-e-soft,0,8,10
1176,66,100,80,73,90,  estsoft,estsoft corp.,  soft,b-e-soft,0,8,13
1177,66,100,75,67,90,  esumsoft,esumsoft,  soft,b-e-soft,0,8,8
1178,83,100,63,100,90,  etrent soft,etrent soft,  soft,b-e-soft,0,8,11
1179,66,100,75,67,90,  euresoft,euresoft,  soft,b-e-soft,0,8,8
1180,66,100,67,57,90,  ewsoftware,ewsoftware,  soft,b-e-soft,0,8,10
1181,66,100,71,62,90,  extensoft,extensoft,  soft,b-e-soft,0,8,9
1182,66,100,80,73,90,  faasoft,faasoft corporation,  soft,b-e-soft,0,8,19
1183,83,100,55,100,90,  fairstars soft,fairstars soft,  soft,b-e-soft,0,8,14
1184,83,100,55,100,90,  faststone soft,faststone soft,  soft,b-e-soft,0,8,14
1185,83,100,55,100,90,  faststone soft,faststone soft.,  soft,b-e-soft,0,8,15
1186,66,100,71,62,90,  fiolasoft,fiolasoft studio,  soft,b-e-soft,0,8,16
1187,66,100,60,50,90,  fmj-software,fmj-software,  soft,b-e-soft,0,8,12
1188,66,100,39,30,90,  formosoft international,formosoft international,  soft,b-e-soft,0,8,23
1189,66,100,50,40,90,  free_soft_to_day,free_soft_to_day,  soft,b-e-soft,0,8,16
1190,66,100,40,31,90,  freeaudiovideosofttech,"freeaudiovideosofttech, inc.",  soft,b-e-soft,0,8,28
1191,66,100,57,47,90,  freesofttoday,freesofttoday,  soft,b-e-soft,0,8,13
1192,66,100,60,50,90,  fromsoftware,fromsoftware,  soft,b-e-soft,0,8,12
1193,66,100,60,50,90,  fromsoftware,"fromsoftware, inc",  soft,b-e-soft,0,8,17
1194,66,100,50,40,90,  fsl freesoftland,fsl - freesoftland,  soft,b-e-soft,0,8,18
1195,66,100,67,57,90,  fusionsoft,fusionsoft,  soft,b-e-soft,0,8,10
1196,66,100,80,73,90,  ggsofts,ggsofts,  soft,b-e-soft,0,8,7
1197,66,100,71,62,90,  gipsysoft,gipsysoft.com,  soft,b-e-soft,0,8,13
1198,66,100,71,62,90,  glarysoft,glarysoft ltd,  soft,b-e-soft,0,8,13
1199,66,100,71,62,90,  glarysoft,glarysoft.com,  soft,b-e-soft,0,8,13
1200,66,100,75,67,90,  glavsoft,glavsoft llc.,  soft,b-e-soft,0,8,13
1201,66,100,75,67,90,  godosoft,godosoft,  soft,b-e-soft,0,8,8
1202,66,100,71,62,90,  golansoft,golansoft,  soft,b-e-soft,0,8,9
1203,66,100,67,57,90,  goldensoft,goldensoft.org,  soft,b-e-soft,0,8,14
1204,66,100,71,62,90,  goldzsoft,goldzsoft inc.,  soft,b-e-soft,0,8,14
1205,66,100,67,57,90,  gpsoftware,gpsoftware,  soft,b-e-soft,0,8,10
1206,66,100,67,57,90,  graphisoft,graphisoft,  soft,b-e-soft,0,8,10
1207,66,100,80,73,90,  grisoft,"grisoft, s.r.o.",  soft,b-e-soft,0,8,15
1208,66,100,75,67,90,  grynsoft,grynsoft,  soft,b-e-soft,0,8,8
1209,66,100,60,50,90,  guerillasoft,guerillasoft,  soft,b-e-soft,0,8,12
1210,66,100,63,53,90,  guinpinsoft,guinpinsoft inc,  soft,b-e-soft,0,8,15
1211,66,100,63,53,90,  gutmannsoft,gutmannsoft,  soft,b-e-soft,0,8,11
1212,66,100,67,57,90,  haihaisoft,haihaisoft,  soft,b-e-soft,0,8,10
1213,83,100,60,100,90,  hamster soft,hamster soft,  soft,b-e-soft,0,8,12
