,vendor_X,software_X,title_X,DisplayName0,release_X,Version0,fz_ratio,fz_ptl_ratio,fz_tok_set_ratio,fz_ptl_tok_sort_ratio,fz_uwratio,fz_rel_ratio,fz_rel_ptl_ratio,t_cve_name,titlX_len,DsplyNm0_len,match
1440,adobe,color_recommended_settings,Adobe Color Recommended Settings 1.0,Adobe Acrobat 9.3.0 - CPSID_52073,1,-,30,27,100,33,31,0,0,cpe:/a:adobe:color_recommended_settings:1.0,36,33,0
1441,adobe,color_recommended_settings_cs4,Adobe Color Recommended Settings CS4 2.0,Adobe Acrobat 9.3.0 - CPSID_52073,2,-,34,31,100,34,32,0,0,cpe:/a:adobe:color_recommended_settings_cs4:2.0,40,33,0
1442,adobe,color_video_profiles_cs_cs4,Adobe Color Video Profiles Cs CS4 2.0,Adobe Acrobat 9.3.0 - CPSID_52073,2,-,39,35,100,39,37,0,0,cpe:/a:adobe:color_video_profiles_cs_cs4:2.0,37,33,0
1443,adobe,common_file_installer,Adobe Common File Installer 1.0.0,Adobe Acrobat 9.3.0 - CPSID_52073,1.0.0,-,31,31,100,31,30,0,0,cpe:/a:adobe:common_file_installer:1.0.0,33,33,0
1444,adobe,common_file_installer,Adobe Common File Installer 1.0.2,Adobe Acrobat 9.3.0 - CPSID_52073,1.0.2,-,31,31,100,31,30,0,0,cpe:/a:adobe:common_file_installer:1.0.2,33,33,0
1445,adobe,community_help,Adobe Community Help 3.0.0,Adobe Acrobat 9.3.0 - CPSID_52073,3.0.0,-,39,40,100,40,43,0,0,cpe:/a:adobe:community_help:3.0.0,26,33,0
1446,adobe,community_help,Adobe Community Help 3.0.0.400,Adobe Acrobat 9.3.0 - CPSID_52073,3.0.0.400,-,36,34,100,41,43,0,0,cpe:/a:adobe:community_help:3.0.0.400,30,33,0
1447,adobe,community_help,Adobe Community Help 3.4.973,Adobe Acrobat 9.3.0 - CPSID_52073,3.4.973,-,38,33,100,38,41,0,0,cpe:/a:adobe:community_help:3.4.973,28,33,0
1448,adobe,community_help,Adobe Community Help 3.4.980,Adobe Acrobat 9.3.0 - CPSID_52073,3.4.980,-,34,37,100,38,40,0,0,cpe:/a:adobe:community_help:3.4.980,28,33,0
1449,adobe,community_help,Adobe Community Help 3.5.23,Adobe Acrobat 9.3.0 - CPSID_52073,3.5.23,-,42,34,100,39,42,0,0,cpe:/a:adobe:community_help:3.5.23,27,33,0
1450,adobe,connect,Adobe Connect 1.0.0.1,Adobe Acrobat 9.3.0 - CPSID_52073,1.0.0.1,-,39,52,100,35,85,0,0,cpe:/a:adobe:connect:1.0.0.1,21,33,0
1451,adobe,connect_addin_checker,Adobe Connect Addin Checker 9.3.139.0,Adobe Acrobat 9.3.0 - CPSID_52073,9.3.139.0,-,35,37,100,39,37,0,0,cpe:/a:adobe:connect_addin_checker:9.3.139.0,37,33,0
1452,adobe,connect_outlook_add-in,Adobe Connect Outlook Add-in 3.0,Adobe Acrobat 9.3.0 - CPSID_52073,3,-,35,35,100,39,37,0,0,cpe:/a:adobe:connect_outlook_add-in:3.0,32,33,0
1453,adobe,connect_pro_add-in_for_microsoft_outlook,Adobe Connect Pro Add-in For Microsoft Outlook 1.0.0,Adobe Acrobat 9.3.0 - CPSID_52073,1.0.0,-,31,34,100,31,85,0,0,cpe:/a:adobe:connect_pro_add-in_for_microsoft_outlook:1.0.0,52,33,0
1454,adobe,contribute,Adobe Contribute 3,Adobe Acrobat 9.3.0 - CPSID_52073,3,-,37,57,100,32,85,0,0,cpe:/a:adobe:contribute:3,18,33,0
1455,adobe,contribute_cs4,Adobe Contribute CS4 5.0,Adobe Acrobat 9.3.0 - CPSID_52073,5,-,45,45,100,47,85,0,0,cpe:/a:adobe:contribute_cs4:5.0,24,33,0
1456,adobe,creative_suite,Adobe Creative Suite 1.0,Adobe Acrobat 9.3.0 - CPSID_52073,1,-,41,45,100,47,85,0,0,cpe:/a:adobe:creative_suite:1.0,24,33,0
1457,adobe,creative_suite,Adobe Creative Suite 1.3,Adobe Acrobat 9.3.0 - CPSID_52073,1.3,-,41,45,100,47,85,0,0,cpe:/a:adobe:creative_suite:1.3,24,33,0
1458,adobe,creative_suite,Adobe Creative Suite 2.0,Adobe Acrobat 9.3.0 - CPSID_52073,2,-,45,45,100,47,85,0,0,cpe:/a:adobe:creative_suite:2.0,24,33,0
1459,adobe,creative_suite,Adobe Creative Suite 3.0,Adobe Acrobat 9.3.0 - CPSID_52073,3,-,41,50,100,51,85,0,0,cpe:/a:adobe:creative_suite:3.0,24,33,0
1460,adobe,creative_suite_3_design_premium,Adobe Creative Suite 3 Design Premium 1.0,Adobe Acrobat 9.3.0 - CPSID_52073,1,-,39,37,100,40,40,0,0,cpe:/a:adobe:creative_suite_3_design_premium:1.0,41,33,0
1461,adobe,creative_suite_3_design_premium,Adobe Creative Suite 3 Design Premium 1.0.0,Adobe Acrobat 9.3.0 - CPSID_52073,1.0.0,-,38,37,100,39,40,0,0,cpe:/a:adobe:creative_suite_3_design_premium:1.0.0,43,33,0
1462,adobe,creative_suite_3_web_premium,Adobe Creative Suite 3 Web Premium 1.0,Adobe Acrobat 9.3.0 - CPSID_52073,1,-,41,41,100,42,43,0,0,cpe:/a:adobe:creative_suite_3_web_premium:1.0,38,33,0
1463,adobe,creative_suite_3_web_standard,Adobe Creative Suite 3 Web Standard 1.0,Adobe Acrobat 9.3.0 - CPSID_52073,1,-,41,41,100,38,40,0,0,cpe:/a:adobe:creative_suite_3_web_standard:1.0,39,33,0
1464,adobe,creative_suite_4,Adobe Creative Suite 4 1.0.0,Adobe Acrobat 9.3.0 - CPSID_52073,1.0.0,-,38,41,100,47,46,0,0,cpe:/a:adobe:creative_suite_4:1.0.0,28,33,0
1465,adobe,creative_suite_4_design_premium,Adobe Creative Suite 4 Design Premium 4.0,Adobe Acrobat 9.3.0 - CPSID_52073,4,-,36,37,100,40,38,0,0,cpe:/a:adobe:creative_suite_4_design_premium:4.0,41,33,0
1466,adobe,creative_suite_4_web_premium,Adobe Creative Suite 4 Web Premium 4.0,Adobe Acrobat 9.3.0 - CPSID_52073,4,-,38,37,100,42,39,0,0,cpe:/a:adobe:creative_suite_4_web_premium:4.0,38,33,0
1467,adobe,creative_suite_4_web_standard,Adobe Creative Suite 4 Web Standard 4.0,Adobe Acrobat 9.3.0 - CPSID_52073,4,-,38,37,100,38,37,0,0,cpe:/a:adobe:creative_suite_4_web_standard:4.0,39,33,0
1468,adobe,creative_suite_5_design_standard,Adobe Creative Suite 5 Design Standard 5.0,Adobe Acrobat 9.3.0 - CPSID_52073,5,-,42,37,100,39,38,0,0,cpe:/a:adobe:creative_suite_5_design_standard:5.0,42,33,0
1469,adobe,creative_suite_5_master_collection,Adobe Creative Suite 5 Master Collection 5.0,Adobe Acrobat 9.3.0 - CPSID_52073,5,-,38,34,100,35,37,0,0,cpe:/a:adobe:creative_suite_5_master_collection:5.0,44,33,0
1470,adobe,creative_suite_5_web_premium,Adobe Creative Suite 5 Web Premium 5.0,Adobe Acrobat 9.3.0 - CPSID_52073,5,-,41,37,100,42,41,0,0,cpe:/a:adobe:creative_suite_5_web_premium:5.0,38,33,0
1471,adobe,csi,Adobe Csi 1.0,Adobe Acrobat 9.3.0 - CPSID_52073,1,-,32,33,100,38,85,0,0,cpe:/a:adobe:csi:1.0,13,33,0
1472,adobe,csi,Adobe Csi 1.0 (x64) 64-bit,Adobe Acrobat 9.3.0 - CPSID_52073,1,-,35,40,100,47,44,0,0,cpe:/a:adobe:csi:1.0::~~~~x64~,26,33,0
1473,adobe,csi_cs4,Adobe CSI CS4 1.0,Adobe Acrobat 9.3.0 - CPSID_52073,1,-,33,46,100,44,85,0,0,cpe:/a:adobe:csi_cs4:1.0,17,33,0
1474,adobe,csi_cs4,Adobe CSI CS4 1.0.1,Adobe Acrobat 9.3.0 - CPSID_52073,1.0.1,-,32,40,100,47,85,0,0,cpe:/a:adobe:csi_cs4:1.0.1,19,33,0
1475,adobe,customization_wizard,Adobe Customization Wizard 8.0.0,Adobe Acrobat 9.3.0 - CPSID_52073,8.0.0,-,35,35,100,43,40,0,0,cpe:/a:adobe:customization_wizard:8.0.0,32,33,0
1476,adobe,customization_wizard,Adobe Customization Wizard 9.0.0,Adobe Acrobat 9.3.0 - CPSID_52073,9.0.0,-,39,39,100,47,44,0,0,cpe:/a:adobe:customization_wizard:9.0.0,32,33,0
1477,adobe,customization_wizard_x,Adobe Customization Wizard X 10.0.0,Adobe Acrobat 9.3.0 - CPSID_52073,10.0.0,-,33,34,100,41,39,0,0,cpe:/a:adobe:customization_wizard_x:10.0.0,35,33,0
1478,adobe,device_central_cs3,Adobe Device Central CS3 1.0,Adobe Acrobat 9.3.0 - CPSID_52073,1,-,34,37,100,43,40,0,0,cpe:/a:adobe:device_central_cs3:1.0,28,33,0
1479,adobe,device_central_cs4,Adobe Device Central CS4 2.0,Adobe Acrobat 9.3.0 - CPSID_52073,2,-,38,33,100,43,40,0,0,cpe:/a:adobe:device_central_cs4:2.0,28,33,0
1480,adobe,digital_editions,Adobe Digital Editions 2.0.0,Adobe Acrobat 9.3.0 - CPSID_52073,2.0.0,-,30,33,100,30,29,0,0,cpe:/a:adobe:digital_editions:2.0.0,28,33,0
1481,adobe,digital_editions,Adobe Digital Editions 2.0.1,Adobe Acrobat 9.3.0 - CPSID_52073,2.0.1,-,26,29,100,30,28,0,0,cpe:/a:adobe:digital_editions:2.0.1,28,33,0
1482,adobe,document_server,Adobe Document Server 5.0,Adobe Acrobat 9.3.0 - CPSID_52073,5,-,32,33,100,32,30,0,0,cpe:/a:adobe:document_server:5.0,25,33,0
1483,adobe,document_server,Adobe Document Server 6.0,Adobe Acrobat 9.3.0 - CPSID_52073,6,-,28,33,100,32,30,0,0,cpe:/a:adobe:document_server:6.0,25,33,0
1484,adobe,download_assistant,Adobe Download Assistant 1.0.2,Adobe Acrobat 9.3.0 - CPSID_52073,1.0.2,-,33,34,100,37,35,0,0,cpe:/a:adobe:download_assistant:1.0.2,30,33,0
1485,adobe,download_assistant,Adobe Download Assistant 1.0.5,Adobe Acrobat 9.3.0 - CPSID_52073,1.0.5,-,33,34,100,37,35,0,0,cpe:/a:adobe:download_assistant:1.0.5,30,33,0
1486,adobe,download_manager,Adobe Download Manager 2.0,Adobe Acrobat 9.3.0 - CPSID_52073,2,-,31,31,100,27,26,0,0,cpe:/a:adobe:download_manager:2.0,26,33,0
1487,adobe,dreamweaver,Adobe Dreamweaver 1.0.0,Adobe Acrobat 9.3.0 - CPSID_52073,1.0.0,-,33,42,100,29,85,0,0,cpe:/a:adobe:dreamweaver:1.0.0,23,33,0
1488,adobe,dreamweaver,Adobe Dreamweaver 10.0 (CS4),Adobe Acrobat 9.3.0 - CPSID_52073,10,-,38,41,100,27,38,0,0,cpe:/a:adobe:dreamweaver:10.0,28,33,0
1489,adobe,dreamweaver,Adobe Dreamweaver 11.0 (CS5),Adobe Acrobat 9.3.0 - CPSID_52073,11,-,42,41,100,27,42,0,0,cpe:/a:adobe:dreamweaver:11.0,28,33,0
1490,adobe,dreamweaver,Adobe Dreamweaver 8.0,Adobe Acrobat 9.3.0 - CPSID_52073,8,-,30,41,100,25,85,0,0,cpe:/a:adobe:dreamweaver:8.0,21,33,0
1491,adobe,dreamweaver,Adobe Dreamweaver 9.0 (CS3),Adobe Acrobat 9.3.0 - CPSID_52073,9,-,46,47,100,32,47,0,0,cpe:/a:adobe:dreamweaver:9.0,27,33,0
1492,adobe,dreamweaver_mx,Adobe Dreamweaver MX 6.0,Adobe Acrobat 9.3.0 - CPSID_52073,6,-,29,35,100,28,85,0,0,cpe:/a:adobe:dreamweaver_mx:6.0,24,33,0
1493,adobe,dreamweaver_mx,Adobe Dreamweaver MX 7.0,Adobe Acrobat 9.3.0 - CPSID_52073,7,-,29,35,100,28,85,0,0,cpe:/a:adobe:dreamweaver_mx:7.0,24,33,0
1494,adobe,dreamweaver_mx,Adobe Dreamweaver MX 7.0.1,Adobe Acrobat 9.3.0 - CPSID_52073,7.0.1,-,27,31,100,31,30,0,0,cpe:/a:adobe:dreamweaver_mx:7.0.1,26,33,0
1495,adobe,drive_cs4,Adobe Drive CS4 1.0,Adobe Acrobat 9.3.0 - CPSID_52073,1,-,32,40,100,32,85,0,0,cpe:/a:adobe:drive_cs4:1.0,19,33,0
1496,adobe,drive_cs4,Adobe Drive CS4 1.0 (x64) 64-bit,Adobe Acrobat 9.3.0 - CPSID_52073,1,-,32,32,100,41,38,0,0,cpe:/a:adobe:drive_cs4:1.0::~~~~x64~,32,33,0
1497,adobe,dynamiclink_support,Adobe Dynamiclink Support 1.0,Adobe Acrobat 9.3.0 - CPSID_52073,1,-,33,36,100,29,28,0,0,cpe:/a:adobe:dynamiclink_support:1.0,29,33,0
1498,adobe,extendscript_toolkit,Adobe Extendscript Toolkit (ESTK) 1.0.3,Adobe Acrobat 9.3.0 - CPSID_52073,1.0.3,-,31,27,100,36,37,0,0,cpe:/a:adobe:extendscript_toolkit:1.0.3,39,33,0
1499,adobe,extendscript_toolkit,Adobe Extendscript Toolkit (ESTK) 2.0,Adobe Acrobat 9.3.0 - CPSID_52073,2,-,32,28,100,33,34,0,0,cpe:/a:adobe:extendscript_toolkit:2.0,37,33,0
1500,adobe,extendscript_toolkit,Adobe ExtendScript Toolkit (ESTK) 2.0.2,Adobe Acrobat 9.3.0 - CPSID_52073,2.0.2,-,31,27,100,32,37,0,0,cpe:/a:adobe:extendscript_toolkit:2.0.2,39,33,0
1501,adobe,extendscript_toolkit_cs4,Adobe Extendscript Toolkit (ESTK) CS4 3.0.0,Adobe Acrobat 9.3.0 - CPSID_52073,3.0.0,-,32,31,100,33,34,0,0,cpe:/a:adobe:extendscript_toolkit_cs4:3.0.0,43,33,0
1502,adobe,extension_manager_cs4,Adobe Extension Manager CS4 2.0,Adobe Acrobat 9.3.0 - CPSID_52073,2,-,32,33,100,28,27,0,0,cpe:/a:adobe:extension_manager_cs4:2.0,31,33,0
1503,adobe,fireworks,Adobe Fireworks 9.0,Adobe Acrobat 9.3.0 - CPSID_52073,9,-,36,53,100,37,85,0,0,cpe:/a:adobe:fireworks:9.0,19,33,0
1504,adobe,fireworks_cs3,Adobe Fireworks CS3 9.0,Adobe Acrobat 9.3.0 - CPSID_52073,9,-,33,42,100,38,85,0,0,cpe:/a:adobe:fireworks_cs3:9.0,23,33,0
1505,adobe,fireworks_cs4,Adobe Fireworks CS4 10.0,Adobe Acrobat 9.3.0 - CPSID_52073,10,-,33,35,100,33,85,0,0,cpe:/a:adobe:fireworks_cs4:10.0,24,33,0
1506,adobe,fireworks_cs4,Adobe Fireworks CS4 10.0.3,Adobe Acrobat 9.3.0 - CPSID_52073,10.0.3,-,35,31,100,36,38,0,0,cpe:/a:adobe:fireworks_cs4:10.0.3,26,33,0
1507,adobe,fireworks_cs5,Adobe Fireworks CS5 11.0,Adobe Acrobat 9.3.0 - CPSID_52073,11,-,37,35,100,33,85,0,0,cpe:/a:adobe:fireworks_cs5:11.0,24,33,0
1508,adobe,fireworks_mx,Adobe Fireworks MX 6.0,Adobe Acrobat 9.3.0 - CPSID_52073,6,-,30,38,100,29,85,0,0,cpe:/a:adobe:fireworks_mx:6.0,22,33,0
1509,adobe,fireworks_mx,Adobe Fireworks MX 7.0,Adobe Acrobat 9.3.0 - CPSID_52073,7,-,30,38,100,29,85,0,0,cpe:/a:adobe:fireworks_mx:7.0,22,33,0
1510,adobe,fireworks_mx,Adobe Fireworks MX 7.0.2,Adobe Acrobat 9.3.0 - CPSID_52073,7.0.2,-,33,35,100,33,85,0,0,cpe:/a:adobe:fireworks_mx:7.0.2,24,33,0
1511,adobe,flash,Adobe Flash 1.0.0,Adobe Acrobat 9.3.0 - CPSID_52073,1.0.0,-,33,38,100,33,85,0,0,cpe:/a:adobe:flash:1.0.0,17,33,0
1512,adobe,flash,Adobe Flash 8.0.22,Adobe Acrobat 9.3.0 - CPSID_52073,8.0.22,-,33,42,100,32,85,0,0,cpe:/a:adobe:flash:8.0.22,18,33,0
1513,adobe,flash_cs3,Adobe Flash CS3 9.0,Adobe Acrobat 9.3.0 - CPSID_52073,9,-,36,53,100,37,85,0,0,cpe:/a:adobe:flash_cs3:9.0,19,33,0
1514,adobe,flash_cs4,Adobe Flash CS4 10.0,Adobe Acrobat 9.3.0 - CPSID_52073,10,-,31,43,100,31,85,0,0,cpe:/a:adobe:flash_cs4:10.0,20,33,0
1515,adobe,flash_cs4_extension_flash_lite_sti,Adobe Flash CS4 Extension Flash Lite Sti 10.0,Adobe Acrobat 9.3.0 - CPSID_52073,10,-,31,24,100,31,32,0,0,cpe:/a:adobe:flash_cs4_extension_flash_lite_sti:10.0,45,33,0
1516,adobe,flash_cs4_extension_flash_lite_sti,Adobe Flash CS4 Extension Flash Lite Sti 3.0,Adobe Acrobat 9.3.0 - CPSID_52073,3,-,32,27,100,35,37,0,0,cpe:/a:adobe:flash_cs4_extension_flash_lite_sti:3.0,44,33,0
1517,adobe,flash_cs4_sti,Adobe Flash CS4 STI 10.0,Adobe Acrobat 9.3.0 - CPSID_52073,10,-,33,40,100,37,85,0,0,cpe:/a:adobe:flash_cs4_sti:10.0,24,33,0
1518,adobe,flash_media_server,Adobe Flash Media Server 3.0,Adobe Acrobat 9.3.0 - CPSID_52073,3,-,30,33,100,34,32,0,0,cpe:/a:adobe:flash_media_server:3.0,28,33,0
1519,adobe,flash_media_server,Adobe Flash Media Server 3.0.1,Adobe Acrobat 9.3.0 - CPSID_52073,3.0.1,-,29,30,100,33,35,0,0,cpe:/a:adobe:flash_media_server:3.0.1,30,33,0
1520,adobe,flash_media_server,Adobe Flash Media Server 3.0.2,Adobe Acrobat 9.3.0 - CPSID_52073,3.0.2,-,33,34,100,33,35,0,0,cpe:/a:adobe:flash_media_server:3.0.2,30,33,0
1521,adobe,flash_media_server,Adobe Flash Media Server 3.0.3,Adobe Acrobat 9.3.0 - CPSID_52073,3.0.3,-,33,30,100,37,35,0,0,cpe:/a:adobe:flash_media_server:3.0.3,30,33,0
1522,adobe,flash_media_server,Adobe Flash Media Server 3.0.4,Adobe Acrobat 9.3.0 - CPSID_52073,3.0.4,-,29,30,100,37,35,0,0,cpe:/a:adobe:flash_media_server:3.0.4,30,33,0
1523,adobe,flash_media_server,Adobe Flash Media Server 3.0.5,Adobe Acrobat 9.3.0 - CPSID_52073,3.0.5,-,33,34,100,37,35,0,0,cpe:/a:adobe:flash_media_server:3.0.5,30,33,0
1524,adobe,flash_media_server,Adobe Flash Media Server 3.0.6,Adobe Acrobat 9.3.0 - CPSID_52073,3.0.6,-,29,30,100,37,35,0,0,cpe:/a:adobe:flash_media_server:3.0.6,30,33,0
1525,adobe,flash_media_server,Adobe Flash Media Server 3.0.7,Adobe Acrobat 9.3.0 - CPSID_52073,3.0.7,-,33,30,100,37,35,0,0,cpe:/a:adobe:flash_media_server:3.0.7,30,33,0
1526,adobe,flash_media_server,Adobe Flash Media Server 3.5,Adobe Acrobat 9.3.0 - CPSID_52073,3.5,-,30,29,100,30,29,0,0,cpe:/a:adobe:flash_media_server:3.5,28,33,0
1527,adobe,flash_media_server,Adobe Flash Media Server 3.5.1,Adobe Acrobat 9.3.0 - CPSID_52073,3.5.1,-,29,30,100,33,31,0,0,cpe:/a:adobe:flash_media_server:3.5.1,30,33,0
1528,adobe,flash_media_server,Adobe Flash Media Server 3.5.2,Adobe Acrobat 9.3.0 - CPSID_52073,3.5.2,-,33,34,100,33,31,0,0,cpe:/a:adobe:flash_media_server:3.5.2,30,33,0
1529,adobe,flash_media_server,Adobe Flash Media Server 3.5.3,Adobe Acrobat 9.3.0 - CPSID_52073,3.5.3,-,33,30,100,33,31,0,0,cpe:/a:adobe:flash_media_server:3.5.3,30,33,0
1530,adobe,flash_media_server,Adobe Flash Media Server 3.5.4,Adobe Acrobat 9.3.0 - CPSID_52073,3.5.4,-,29,30,100,29,31,0,0,cpe:/a:adobe:flash_media_server:3.5.4,30,33,0
1531,adobe,flash_media_server,Adobe Flash Media Server 3.5.5,Adobe Acrobat 9.3.0 - CPSID_52073,3.5.5,-,29,30,100,29,31,0,0,cpe:/a:adobe:flash_media_server:3.5.5,30,33,0
1532,adobe,flash_media_server,Adobe Flash Media Server 4.0,Adobe Acrobat 9.3.0 - CPSID_52073,4,-,26,29,100,30,28,0,0,cpe:/a:adobe:flash_media_server:4.0,28,33,0
1533,adobe,flash_media_server,Adobe Flash Media Server 4.0.1,Adobe Acrobat 9.3.0 - CPSID_52073,4.0.1,-,25,26,100,33,31,0,0,cpe:/a:adobe:flash_media_server:4.0.1,30,33,0
1534,adobe,flash_mx,Adobe Flash MX 6.0,Adobe Acrobat 9.3.0 - CPSID_52073,6,-,28,35,100,27,85,0,0,cpe:/a:adobe:flash_mx:6.0,18,33,0
1535,adobe,flash_mx,Adobe Flash MX 7.0,Adobe Acrobat 9.3.0 - CPSID_52073,7,-,28,35,100,27,85,0,0,cpe:/a:adobe:flash_mx:7.0,18,33,0
1536,adobe,flash_player,Adobe Flash Player 10.0.0.584,Adobe Acrobat 9.3.0 - CPSID_52073,10.0.0.584,-,33,36,100,29,32,0,0,cpe:/a:adobe:flash_player:10.0.0.584,29,33,0
1537,adobe,flash_player,Adobe Flash Player 10.0.12.10,Adobe Acrobat 9.3.0 - CPSID_52073,10.0.12.10,-,33,32,100,29,32,0,0,cpe:/a:adobe:flash_player:10.0.12.10,29,33,0
1538,adobe,flash_player,Adobe Flash Player 10.0.12.36,Adobe Acrobat 9.3.0 - CPSID_52073,10.0.12.36,-,33,28,100,29,32,0,0,cpe:/a:adobe:flash_player:10.0.12.36,29,33,0
1539,adobe,flash_player,Adobe Flash Player 10.0.15.3,Adobe Acrobat 9.3.0 - CPSID_52073,10.0.15.3,-,34,29,100,30,33,0,0,cpe:/a:adobe:flash_player:10.0.15.3,28,33,0
1540,adobe,flash_player,Adobe Flash Player 10.0.2.54,Adobe Acrobat 9.3.0 - CPSID_52073,10.0.2.54,-,30,29,100,30,33,0,0,cpe:/a:adobe:flash_player:10.0.2.54,28,33,0
1541,adobe,flash_player,Adobe Flash Player 10.0.22.87,Adobe Acrobat 9.3.0 - CPSID_52073,10.0.22.87,-,33,28,100,29,32,0,0,cpe:/a:adobe:flash_player:10.0.22.87,29,33,0
1542,adobe,flash_player,Adobe Flash Player 10.0.32.18,Adobe Acrobat 9.3.0 - CPSID_52073,10.0.32.18,-,30,32,100,29,28,0,0,cpe:/a:adobe:flash_player:10.0.32.18,29,33,0
1543,adobe,flash_player,Adobe Flash Player 10.0.42.34,Adobe Acrobat 9.3.0 - CPSID_52073,10.0.42.34,-,33,28,100,33,32,0,0,cpe:/a:adobe:flash_player:10.0.42.34,29,33,0
1544,adobe,flash_player,Adobe Flash Player 10.0.45.2,Adobe Acrobat 9.3.0 - CPSID_52073,10.0.45.2,-,34,29,100,30,33,0,0,cpe:/a:adobe:flash_player:10.0.45.2,28,33,0
1545,adobe,flash_player,Adobe Flash Player 10.1.85.3,Adobe Acrobat 9.3.0 - CPSID_52073,10.1.85.3,-,34,29,100,34,33,0,0,cpe:/a:adobe:flash_player:10.1.85.3,28,33,0
1546,adobe,flash_player,Adobe Flash Player 10.3.181.14,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.181.14,-,29,30,100,29,31,0,0,cpe:/a:adobe:flash_player:10.3.181.14,30,33,0
1547,adobe,flash_player,Adobe Flash Player 10.3.181.16,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.181.16,-,29,30,100,29,31,0,0,cpe:/a:adobe:flash_player:10.3.181.16,30,33,0
1548,adobe,flash_player,Adobe Flash Player 10.3.181.22,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.181.22,-,33,34,100,29,31,0,0,cpe:/a:adobe:flash_player:10.3.181.22,30,33,0
1549,adobe,flash_player,Adobe Flash Player 10.3.181.23,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.181.23,-,36,34,100,33,35,0,0,cpe:/a:adobe:flash_player:10.3.181.23,30,33,0
1550,adobe,flash_player,Adobe Flash Player 10.3.181.26,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.181.26,-,33,34,100,29,31,0,0,cpe:/a:adobe:flash_player:10.3.181.26,30,33,0
1551,adobe,flash_player,Adobe Flash Player 10.3.181.34,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.181.34,-,33,30,100,33,31,0,0,cpe:/a:adobe:flash_player:10.3.181.34,30,33,0
1552,adobe,flash_player,Adobe Flash Player 10.3.183.10,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.183.10,-,33,34,100,33,33,0,0,cpe:/a:adobe:flash_player:10.3.183.10,30,33,0
1553,adobe,flash_player,Adobe Flash Player 10.3.183.11,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.183.11,-,33,30,100,33,31,0,0,cpe:/a:adobe:flash_player:10.3.183.11,30,33,0
1554,adobe,flash_player,Adobe Flash Player 10.3.183.15,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.183.15,-,33,34,100,33,31,0,0,cpe:/a:adobe:flash_player:10.3.183.15,30,33,0
1555,adobe,flash_player,Adobe Flash Player 10.3.183.16,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.183.16,-,33,30,100,33,31,0,0,cpe:/a:adobe:flash_player:10.3.183.16,30,33,0
1556,adobe,flash_player,Adobe Flash Player 10.3.183.18,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.183.18,-,33,30,100,33,31,0,0,cpe:/a:adobe:flash_player:10.3.183.18,30,33,0
1557,adobe,flash_player,Adobe Flash Player 10.3.183.19,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.183.19,-,33,30,100,37,35,0,0,cpe:/a:adobe:flash_player:10.3.183.19,30,33,0
1558,adobe,flash_player,Adobe Flash Player 10.3.183.20,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.183.20,-,36,34,100,33,35,0,0,cpe:/a:adobe:flash_player:10.3.183.20,30,33,0
1559,adobe,flash_player,Adobe Flash Player 10.3.183.23,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.183.23,-,36,34,100,33,35,0,0,cpe:/a:adobe:flash_player:10.3.183.23,30,33,0
1560,adobe,flash_player,Adobe Flash Player 10.3.183.25,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.183.25,-,33,34,100,33,31,0,0,cpe:/a:adobe:flash_player:10.3.183.25,30,33,0
1561,adobe,flash_player,Adobe Flash Player 10.3.183.29,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.183.29,-,33,34,100,37,35,0,0,cpe:/a:adobe:flash_player:10.3.183.29,30,33,0
1562,adobe,flash_player,Adobe Flash Player 10.3.183.43,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.183.43,-,33,30,100,33,31,0,0,cpe:/a:adobe:flash_player:10.3.183.43,30,33,0
1563,adobe,flash_player,Adobe Flash Player 10.3.183.48,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.183.48,-,33,30,100,33,31,0,0,cpe:/a:adobe:flash_player:10.3.183.48,30,33,0
1564,adobe,flash_player,Adobe Flash Player 10.3.183.5,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.183.5,-,33,36,100,33,32,0,0,cpe:/a:adobe:flash_player:10.3.183.5,29,33,0
1565,adobe,flash_player,Adobe Flash Player 10.3.183.50,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.183.50,-,36,34,100,33,35,0,0,cpe:/a:adobe:flash_player:10.3.183.50,30,33,0
1566,adobe,flash_player,Adobe Flash Player 10.3.183.51,Adobe Acrobat 9.3.0 - CPSID_52073,10.3.183.51,-,33,34,100,33,31,0,0,cpe:/a:adobe:flash_player:10.3.183.51,30,33,0
